,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.species,attributes.hierarchy.family,attributes.hierarchy.kingdom,attributes.hierarchy.genus,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
197,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,Bacteroidales,nanceiensis,Prevotellaceae,Bacteria,Prevotella,Bacteroidetes,Bacteroidia,Bacteria,nanceiensis,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Ananceiensis,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,2852.0,4.0965828294,2862.0,6.0079350085,2.0,0.0115340254
198,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,33,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,Clostridiales,flavefaciens,Ruminococcaceae,Bacteria,Ruminococcus,Firmicutes,Clostridia,Bacteria,flavefaciens,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aflavefaciens,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,396.0,0.8312866049,33.0,0.1903114187
199,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,1481,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Clostridiales,,Ruminococcaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,,,,
200,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,231,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridiales,,Clostridiaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,321.0,0.6738459601,,
201,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae,4,Bacteria:Firmicutes:Bacilli:Lactobacillales:Enterococcaceae,Lactobacillales,,Enterococcaceae,Bacteria,,Firmicutes,Bacilli,Bacteria,Enterococcaceae,Lactobacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AEnterococcaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,51.0,0.0732558641,,,,
202,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,101,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Bacteroidales,,Prevotellaceae,Bacteria,Prevotella,Bacteroidetes,Bacteroidia,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,2852.0,4.0965828294,2862.0,6.0079350085,,
203,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,1040,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Bacteroidales,distasonis,Porphyromonadaceae,Bacteria,Parabacteroides,Bacteroidetes,Bacteroidia,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,1514.0,3.1782018179,1040.0,5.9976931949
204,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales,1,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales,Alteromonadales,,,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Alteromonadales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,68.0,0.0948105184,,,,,,
205,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Trabulsiella:farmeri,6,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Trabulsiella:farmeri,Enterobacteriales,farmeri,Enterobacteriaceae,Bacteria,Trabulsiella,Proteobacteria,Gammaproteobacteria,Bacteria,farmeri,Trabulsiella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ATrabulsiella%253Afarmeri,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,118.0,0.2477066146,6.0,0.0346020761
206,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales,5,Bacteria:Firmicutes:Bacilli:Lactobacillales,Lactobacillales,,,Bacteria,,Firmicutes,Bacilli,Bacteria,Lactobacillales,Bacilli,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,,,,,,
207,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,33,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,Bacteroidales,,Porphyromonadaceae,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,Porphyromonadaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,,,,
208,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,Clostridiales,formicigenerans,Lachnospiraceae,Bacteria,Dorea,Firmicutes,Clostridia,Bacteria,formicigenerans,Dorea,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea%253Aformicigenerans,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,134.0,0.2812939522,6.0,0.0346020761
209,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,Burkholderiales,,Comamonadaceae,Bacteria,Limnohabitans,Proteobacteria,Betaproteobacteria,Bacteria,Limnohabitans,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ALimnohabitans,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,19.0,0.0272914003,1.0,0.0020992086,,
210,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Salinicoccus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Salinicoccus,Bacillales,,Staphylococcaceae,Bacteria,Salinicoccus,Firmicutes,Bacilli,Bacteria,Salinicoccus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253ASalinicoccus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,3.0,0.0043091685,1.0,0.0020992086,,
211,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,1,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,Thiobacterales,,,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Thiobacterales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AThiobacterales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,1.0,0.0013942723,,,,,,
212,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,14,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,Burkholderiales,,Comamonadaceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Comamonadaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,19.0,0.0272914003,,,,
213,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Robinsoniella:peoriensis,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Robinsoniella:peoriensis,Clostridiales,peoriensis,Lachnospiraceae,Bacteria,Robinsoniella,Firmicutes,Clostridia,Bacteria,peoriensis,Robinsoniella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARobinsoniella%253Apeoriensis,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,4.0,0.0083968344,4.0,0.0230680507
214,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,Procabacteriales,,Procabacteriaceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Procabacteriaceae,Procabacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AProcabacteriales%253AProcabacteriaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,1.0,0.0013942723,1.0,0.0014363895,,,,
215,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Parvimonas,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Parvimonas,Clostridiales,,Tissierellaceae,Bacteria,Parvimonas,Firmicutes,Clostridia,Bacteria,Parvimonas,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AParvimonas,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,10.0,0.0143638949,3.0,0.0062976258,,
216,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:sardiniense,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:sardiniense,Clostridiales,sardiniense,Clostridiaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,sardiniense,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Asardiniense,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,321.0,0.6738459601,1.0,0.0057670127
217,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Salmonella,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Salmonella,Enterobacteriales,,Enterobacteriaceae,Bacteria,Salmonella,Proteobacteria,Gammaproteobacteria,Bacteria,Salmonella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASalmonella,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,3.0,0.0062976258,,
218,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,136,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,Bacteroidales,,Porphyromonadaceae,Bacteria,Dysgonomonas,Bacteroidetes,Bacteroidia,Bacteria,Dysgonomonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ADysgonomonas,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1720.0,2.4705899252,136.0,0.2854923694,,
219,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:125ds10,25,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:125ds10,Alteromonadales,,125ds10,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,125ds10,Alteromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253A125ds10,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,68.0,0.0948105184,25.0,0.0359097373,,,,
220,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Shewanellaceae:Shewanella:benthica,3,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Shewanellaceae:Shewanella:benthica,Alteromonadales,benthica,Shewanellaceae,Bacteria,Shewanella,Proteobacteria,Gammaproteobacteria,Bacteria,benthica,Shewanella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253AShewanellaceae%253AShewanella%253Abenthica,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,68.0,0.0948105184,3.0,0.0043091685,3.0,0.0062976258,3.0,0.0173010381
221,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Syntrophococcus:sucromutans,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Syntrophococcus:sucromutans,Clostridiales,sucromutans,Lachnospiraceae,Bacteria,Syntrophococcus,Firmicutes,Clostridia,Bacteria,sucromutans,Syntrophococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ASyntrophococcus%253Asucromutans,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,2.0,0.0041984172,2.0,0.0115340254
222,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,81,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,Bacteroidales,,Paraprevotellaceae,Bacteria,Paraprevotella,Bacteroidetes,Bacteroidia,Bacteria,Paraprevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AParaprevotella,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,123.0,0.1766759074,81.0,0.1700358965,,
223,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:tyrobutyricum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:tyrobutyricum,Clostridiales,tyrobutyricum,Clostridiaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,tyrobutyricum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Atyrobutyricum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,321.0,0.6738459601,1.0,0.0057670127
224,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Proteus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Proteus,Enterobacteriales,,Enterobacteriaceae,Bacteria,Proteus,Proteobacteria,Gammaproteobacteria,Bacteria,Proteus,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AProteus,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1.0,0.0020992086,,
225,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,420,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,Clostridiales,,Veillonellaceae,Bacteria,Phascolarctobacterium,Firmicutes,Clostridia,Bacteria,Phascolarctobacterium,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APhascolarctobacterium,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,420.0,0.8816676113,,
226,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,4,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,Methylophilales,,,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Methylophilales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,4.0,0.0055770893,,,,,,
227,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:coahuilensis,1,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:coahuilensis,Bacillales,coahuilensis,Bacillaceae,Bacteria,Bacillus,Firmicutes,Bacilli,Bacteria,coahuilensis,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Acoahuilensis,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,12.0,0.0172366739,8.0,0.0167936688,1.0,0.0057670127
228,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,10,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,Bacteroidales,,Paraprevotellaceae,Bacteria,Prevotella,Bacteroidetes,Bacteroidia,Bacteria,Prevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253APrevotella,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,123.0,0.1766759074,2862.0,6.0079350085,,
229,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,67,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,Bacteroidales,,Odoribacteraceae,Bacteria,Butyricimonas,Bacteroidetes,Bacteroidia,Bacteria,Butyricimonas,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AButyricimonas,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,315.0,0.4524626898,67.0,0.1406469761,,
230,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:humi,1,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:humi,Bacillales,humi,Bacillaceae,Bacteria,Bacillus,Firmicutes,Bacilli,Bacteria,humi,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Ahumi,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,19.0,0.0264911743,12.0,0.0172366739,8.0,0.0167936688,1.0,0.0057670127
231,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,16,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,Coriobacteriales,,Coriobacteriaceae,Bacteria,,Actinobacteria,Coriobacteriia,Bacteria,Coriobacteriaceae,Coriobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,,,,
232,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,330,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,Erysipelotrichales,dolichum,Erysipelotrichaceae,Bacteria,Eubacterium,Firmicutes,Erysipelotrichi,Bacteria,dolichum,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Adolichum,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,626.0,0.872692801,626.0,0.8728144781,626.0,0.8991798216,335.0,0.7032348805,330.0,1.9031141869
233,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,24,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,Clostridiales,,Lachnospiraceae,Bacteria,Butyrivibrio,Firmicutes,Clostridia,Bacteria,Butyrivibrio,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AButyrivibrio,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,24.0,0.0503810064,,
234,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:BA008,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:BA008,Bacteroidales,,BA008,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,BA008,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABA008,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,1.0,0.0014363895,,,,
235,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cowanii,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cowanii,Enterobacteriales,cowanii,Enterobacteriaceae,Bacteria,Enterobacter,Proteobacteria,Gammaproteobacteria,Bacteria,cowanii,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Acowanii,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,113.0,0.2372105716,2.0,0.0115340254
236,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Colwelliaceae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Alteromonadales:Colwelliaceae,Alteromonadales,,Colwelliaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Colwelliaceae,Alteromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAlteromonadales%253AColwelliaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,68.0,0.0948105184,1.0,0.0014363895,,,,
