,type,id,attributes.samples-count,attributes.biome-name,attributes.lineage,relationships.samples.links.related,relationships.studies.links.related,relationships.genomes.links.related,relationships.children.links.related,links.self
150,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Oil-contaminated,409,Oil-contaminated,root:Environmental:Aquatic:Marine:Intertidal zone:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated
151,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh,559,Salt marsh,root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh
152,biomes,root:Environmental:Aquatic:Marine:Intertidal zone:Sediment,48,Sediment,root:Environmental:Aquatic:Marine:Intertidal zone:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment
153,biomes,root:Environmental:Aquatic:Marine:Marginal Sea,354,Marginal Sea,root:Environmental:Aquatic:Marine:Marginal Sea,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea
154,biomes,root:Environmental:Aquatic:Marine:Neritic zone,74,Neritic zone,root:Environmental:Aquatic:Marine:Neritic zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone
155,biomes,root:Environmental:Aquatic:Marine:Neritic zone:Oil-contaminated sediment,0,Oil-contaminated sediment,root:Environmental:Aquatic:Marine:Neritic zone:Oil-contaminated sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Oil-contaminated%20sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Oil-contaminated%20sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Oil-contaminated%20sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Oil-contaminated%20sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Oil-contaminated%20sediment
156,biomes,root:Environmental:Aquatic:Marine:Neritic zone:Sediment,5,Sediment,root:Environmental:Aquatic:Marine:Neritic zone:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone:Sediment
157,biomes,root:Environmental:Aquatic:Marine:Oceanic,5787,Oceanic,root:Environmental:Aquatic:Marine:Oceanic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic
158,biomes,root:Environmental:Aquatic:Marine:Oceanic:Abyssal plane,792,Abyssal plane,root:Environmental:Aquatic:Marine:Oceanic:Abyssal plane,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Abyssal%20plane/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Abyssal%20plane/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Abyssal%20plane/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Abyssal%20plane/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Abyssal%20plane
159,biomes,root:Environmental:Aquatic:Marine:Oceanic:Aphotic zone,76,Aphotic zone,root:Environmental:Aquatic:Marine:Oceanic:Aphotic zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Aphotic%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Aphotic%20zone/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Aphotic%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Aphotic%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Aphotic%20zone
160,biomes,root:Environmental:Aquatic:Marine:Oceanic:Benthic,232,Benthic,root:Environmental:Aquatic:Marine:Oceanic:Benthic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Benthic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Benthic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Benthic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Benthic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Benthic
161,biomes,root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated,234,Oil-contaminated,root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated
162,biomes,root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated sediments,49,Oil-contaminated sediments,root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated sediments,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated%20sediments/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated%20sediments/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated%20sediments/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated%20sediments/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Oil-contaminated%20sediments
163,biomes,root:Environmental:Aquatic:Marine:Oceanic:Photic zone,334,Photic zone,root:Environmental:Aquatic:Marine:Oceanic:Photic zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Photic%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Photic%20zone/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Photic%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Photic%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Photic%20zone
164,biomes,root:Environmental:Aquatic:Marine:Oceanic:Sediment,402,Sediment,root:Environmental:Aquatic:Marine:Oceanic:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oceanic:Sediment
165,biomes,root:Environmental:Aquatic:Marine:Oil field,0,Oil field,root:Environmental:Aquatic:Marine:Oil field,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field
166,biomes,root:Environmental:Aquatic:Marine:Oil field:bore hole,1,bore hole,root:Environmental:Aquatic:Marine:Oil field:bore hole,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field:bore%20hole/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field:bore%20hole/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field:bore%20hole/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field:bore%20hole/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20field:bore%20hole
167,biomes,root:Environmental:Aquatic:Marine:Oil seeps,2,Oil seeps,root:Environmental:Aquatic:Marine:Oil seeps,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20seeps/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20seeps/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20seeps/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20seeps/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil%20seeps
168,biomes,root:Environmental:Aquatic:Marine:Pelagic,547,Pelagic,root:Environmental:Aquatic:Marine:Pelagic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Pelagic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Pelagic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Pelagic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Pelagic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Pelagic
169,biomes,root:Environmental:Aquatic:Marine:Oil-contaminated sediment,399,Oil-contaminated sediment,root:Environmental:Aquatic:Marine:Oil-contaminated sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil-contaminated%20sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil-contaminated%20sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil-contaminated%20sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil-contaminated%20sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Oil-contaminated%20sediment
170,biomes,root:Environmental:Aquatic:Marine:Sediment,3942,Sediment,root:Environmental:Aquatic:Marine:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Sediment
171,biomes,root:Environmental:Aquatic:Marine:Volcanic,1,Volcanic,root:Environmental:Aquatic:Marine:Volcanic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Volcanic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Volcanic/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Volcanic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Volcanic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Volcanic
172,biomes,root:Environmental:Aquatic:Marine:Wetlands,6,Wetlands,root:Environmental:Aquatic:Marine:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands
173,biomes,root:Environmental:Aquatic:Marine:Wetlands:Sediment,125,Sediment,root:Environmental:Aquatic:Marine:Wetlands:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands:Sediment/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Wetlands:Sediment
174,biomes,root:Environmental:Aquatic:Meromictic lake,0,Meromictic lake,root:Environmental:Aquatic:Meromictic lake,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Meromictic%20lake/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Meromictic%20lake/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Meromictic%20lake/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Meromictic%20lake/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Meromictic%20lake
175,biomes,root:Environmental:Aquatic:Non-marine Saline and Alkaline,71,Non-marine Saline and Alkaline,root:Environmental:Aquatic:Non-marine Saline and Alkaline,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline
176,biomes,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline,1,Alkaline,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline
177,biomes,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline:Carbonate,0,Carbonate,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline:Carbonate,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Carbonate/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Carbonate/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Carbonate/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Carbonate/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Carbonate
178,biomes,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline:Microbial mats,2,Microbial mats,root:Environmental:Aquatic:Non-marine Saline and Alkaline:Alkaline:Microbial mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Microbial%20mats/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Microbial%20mats/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Microbial%20mats/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Microbial%20mats/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Non-marine%20Saline%20and%20Alkaline:Alkaline:Microbial%20mats
