,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.genus,attributes.hierarchy.family,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
201,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,108,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,5-7N15,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253A5-7N15,5-7N15,Bacteroidaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,108.0,0.3414911781,,
202,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,557,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Parabacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides,Parabacteroides,Porphyromonadaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,938.0,2.3894436519,799.0,2.5264023272,,
203,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,436,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,ovatus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aovatus,Bacteroides,Bacteroidaceae,ovatus,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,15620.0,49.3897426168,436.0,7.0017665007
204,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,26,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:longum,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,longum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Alongum,Bifidobacterium,Bifidobacteriaceae,longum,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,213.0,0.5076142132,213.0,0.5425922152,201.0,0.635553026,26.0,0.4175365344
205,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella:viscericola,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella:viscericola,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,viscericola,Barnesiella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABarnesiellaceae%253ABarnesiella%253Aviscericola,Barnesiella,Barnesiellaceae,viscericola,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,300.0,0.7642143876,2.0,0.0063239107,2.0,0.032118195
206,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,1799,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,prausnitzii,Faecalibacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AFaecalibacterium%253Aprausnitzii,Faecalibacterium,Ruminococcaceae,prausnitzii,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,6470.0,16.4815569594,1799.0,5.6883576804,1799.0,28.8903163642
207,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,Eubacterium,Erysipelotrichaceae,biforme,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,246.0,0.586146918,246.0,0.5862586688,246.0,0.6266557978,1.0,0.0031619554,1.0,0.0160590975
208,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Pelosinus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Pelosinus,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APelosinus,Pelosinus,Veillonellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,4.0,0.0126478214,,
209,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Klebsiella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AKlebsiella,Klebsiella,Enterobacteriaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,25.0,0.0595677762,5.0,0.0119158266,5.0,0.0127369065,2.0,0.0063239107,,
210,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Gracilibacteraceae,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Gracilibacteraceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Gracilibacteraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AGracilibacteraceae,,Gracilibacteraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,2.0,0.0050947626,,,,
211,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Enterobacteriaceae,Enterobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae,,Enterobacteriaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,25.0,0.0595677762,5.0,0.0119158266,5.0,0.0127369065,,,,
212,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:stercoris,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:stercoris,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,stercoris,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Astercoris,Collinsella,Coriobacteriaceae,stercoris,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,162.0,0.3859991899,162.0,0.3860727819,162.0,0.4126757693,89.0,0.2814140264,2.0,0.032118195
213,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,696,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Coprococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus,Coprococcus,Lachnospiraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,808.0,2.5548599254,,
214,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,50,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridiaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae,,Clostridiaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,271.0,0.6903403301,,,,
215,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Pseudobutyrivibrio,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Pseudobutyrivibrio,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Pseudobutyrivibrio,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253APseudobutyrivibrio,Pseudobutyrivibrio,Lachnospiraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,1.0,0.0031619554,,
216,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Janthinobacterium:lividum,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Janthinobacterium:lividum,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,lividum,Janthinobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae%253AJanthinobacterium%253Alividum,Janthinobacterium,Oxalobacteraceae,lividum,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,10.0,0.0254738129,2.0,0.0063239107,2.0,0.032118195
217,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,62,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Veillonellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae,,Veillonellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,,,,
218,organisms,Bacteria:Proteobacteria:Alphaproteobacteria:RF32,373,Bacteria:Proteobacteria:Alphaproteobacteria:RF32,Alphaproteobacteria,Proteobacteria,Bacteria,RF32,Bacteria,RF32,Alphaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AAlphaproteobacteria%253ARF32,,,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,393.0,0.9364054421,373.0,0.8889206644,,,,,,
